label,sport_and_travel,buy_and_sell,health_and_family,jobs,love,social_learning,suport,new,comic_and_film,music,gaming,school_and_class,club
__label__18-24,0,3,1,0,1,0,0,0,0,0,0,0,2
__label__25-34,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,0,0,0,1,0,0,0,0,0,3,2,2
__label__25-34,0,4,3,1,6,1,0,0,0,1,0,0,5
__label__18-24,1,5,5,0,6,0,0,0,0,0,0,0,4
__label__25-34,0,1,3,0,1,1,0,0,0,1,0,0,3
__label__45-54,0,0,1,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,25,8,4,0,0,0,0,0,1,0,1,3
__label__18-24,0,1,2,1,0,10,0,0,0,0,0,2,3
__label__18-24,0,1,2,0,2,0,0,0,0,0,0,0,0
__label__18-24,0,3,1,1,1,1,0,0,3,1,0,0,5
__label__25-34,0,9,14,18,0,20,2,0,0,0,0,2,9
__label__25-34,0,3,1,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,7,5,6,4,0,0,1,0,0,0,1,5
__label__25-34,0,4,1,0,0,0,0,0,0,0,1,0,0
__label__45-54,0,0,1,0,3,0,0,0,0,1,0,0,0
__label__45-54,0,3,2,4,6,0,0,0,0,0,0,0,7
__label__18-24,1,10,20,2,9,1,0,1,0,0,14,2,27
__label__18-24,0,5,8,0,11,1,0,2,0,0,1,0,10
__label__45-54,0,1,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,3,3,0,0,2,0,0,0,0,0,1,1
__label__35-44,2,1,1,0,0,0,0,1,0,0,0,0,2
__label__18-24,0,0,1,0,2,0,0,0,1,0,0,0,2
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,1,6
__label__25-34,3,17,9,0,4,0,0,0,0,0,0,0,11
__label__35-44,1,1,0,0,0,0,0,0,0,1,0,0,1
__label__35-44,0,2,0,0,1,0,0,0,0,2,0,0,4
__label__45-54,0,2,3,0,1,3,0,2,0,1,0,2,1
__label__35-44,3,13,9,2,5,3,0,0,0,1,0,4,12
__label__18-24,2,9,13,0,8,4,1,3,3,1,5,0,39
__label__45-54,0,8,1,3,0,0,1,0,0,1,0,0,1
__label__25-34,0,6,2,2,1,3,0,0,0,0,4,1,14
__label__25-34,0,17,35,2,13,5,0,2,1,2,0,3,17
__label__45-54,0,0,1,1,0,0,1,0,0,0,0,0,0
__label__25-34,0,1,0,0,1,0,0,0,0,0,0,1,1
__label__35-44,0,7,2,0,0,1,0,1,0,0,0,1,7
__label__25-34,2,1,1,0,0,0,0,0,0,0,7,0,0
__label__25-34,0,0,0,1,1,0,0,0,0,0,0,1,0
__label__18-24,0,3,3,1,8,0,0,0,0,1,0,1,1
__label__25-34,0,6,5,0,1,1,0,0,1,0,0,0,2
__label__35-44,0,6,5,0,2,2,0,1,0,0,0,0,2
__label__45-54,0,2,0,2,0,1,0,0,1,0,0,1,1
__label__35-44,0,5,4,1,10,0,0,0,0,1,0,0,2
__label__18-24,0,1,0,0,2,0,0,0,0,0,0,0,2
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,6,2,1,3,0,0,0,1,1,0,1,1
__label__55+,0,0,0,2,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,1,0,2,0,0,0,0,1,1,1,3
__label__18-24,0,3,2,0,3,1,0,0,0,1,0,0,5
__label__25-34,1,63,26,3,7,2,0,5,0,2,0,0,18
__label__45-54,0,3,0,0,0,1,0,0,0,1,0,0,0
__label__35-44,0,0,1,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,3,1,0,2,0,0,0,0,0,0,0,3
__label__25-34,0,4,3,0,1,1,1,0,0,0,1,1,6
__label__18-24,0,1,2,0,0,0,0,0,0,0,0,2,5
__label__25-34,0,48,9,4,1,1,0,0,0,0,0,0,4
__label__45-54,0,9,5,0,1,0,0,0,0,7,1,0,7
__label__18-24,0,7,0,3,0,1,0,0,0,0,0,0,0
__label__18-24,5,2,0,7,0,0,0,0,0,0,0,0,2
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__55+,0,3,9,0,4,0,0,0,0,2,0,0,3
__label__45-54,0,1,0,0,0,1,0,1,0,0,1,0,3
__label__18-24,0,4,1,1,7,0,0,0,0,1,0,1,8
__label__45-54,0,4,0,1,1,1,0,0,0,0,0,0,5
__label__18-24,0,5,5,1,5,1,0,2,0,0,2,0,3
__label__35-44,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__45-54,0,3,15,1,1,0,0,0,0,0,0,1,4
__label__25-34,0,3,0,0,2,1,0,0,0,0,0,0,1
__label__35-44,0,6,1,0,2,0,0,0,0,0,0,0,5
__label__25-34,0,0,0,1,1,0,0,0,0,0,0,0,4
__label__25-34,0,3,4,0,1,1,2,1,0,0,0,0,3
__label__18-24,0,3,5,3,2,2,0,0,5,2,0,1,9
__label__35-44,0,1,1,0,0,0,0,0,0,0,0,0,1
__label__45-54,1,7,11,2,5,1,0,0,0,4,0,0,4
__label__45-54,0,4,1,0,0,0,0,1,0,0,0,0,0
__label__25-34,0,16,5,3,0,1,0,1,0,0,1,0,5
__label__18-24,1,2,0,0,0,0,0,1,0,0,4,0,4
__label__25-34,0,4,2,0,2,1,1,0,0,0,0,1,10
__label__25-34,0,5,0,0,0,2,0,0,0,0,0,0,2
__label__35-44,0,0,1,0,1,0,0,0,0,0,0,0,1
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,1,2,0,3,0,0,1,0,0,0,0,0
__label__45-54,0,7,4,1,2,0,0,0,0,4,0,1,11
__label__35-44,1,3,3,0,0,0,0,0,0,0,1,0,8
__label__25-34,0,1,1,0,1,0,1,0,0,2,0,1,9
__label__45-54,0,0,0,0,0,1,0,1,0,0,0,0,1
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,4
__label__25-34,0,0,1,0,0,1,0,0,0,0,0,0,0
__label__35-44,1,14,7,1,7,1,0,1,0,1,0,1,11
__label__25-34,0,4,1,0,1,0,0,0,0,0,0,0,2
__label__45-54,0,0,1,0,0,0,0,0,0,2,0,0,0
__label__25-34,0,36,14,4,1,1,0,5,0,3,1,0,20
__label__35-44,0,1,0,0,2,0,0,0,0,0,0,0,2
__label__55+,0,2,2,1,1,0,0,0,0,0,0,0,0
__label__18-24,0,1,0,0,0,0,0,0,1,0,0,0,3
__label__45-54,0,3,0,0,3,1,0,0,0,1,0,2,1
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__55+,0,0,5,0,0,0,0,0,0,4,0,0,1
__label__18-24,0,0,1,0,1,0,0,0,0,0,0,1,0
__label__25-34,0,0,0,0,0,3,0,0,0,0,0,1,0
__label__35-44,0,67,35,2,8,1,1,0,0,0,1,1,6
__label__18-24,0,0,0,2,0,0,0,0,0,0,0,0,2
__label__25-34,0,0,1,0,0,0,0,1,0,0,0,0,0
__label__25-34,0,1,1,0,0,0,0,0,0,1,0,0,0
__label__18-24,0,0,0,0,1,3,0,0,0,0,0,0,3
__label__45-54,0,0,1,1,1,1,0,1,0,0,0,0,1
__label__18-24,0,0,0,1,1,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,1,1,0,0,0,0,0,0,0,0
__label__55+,0,3,4,0,3,0,0,0,0,2,0,0,0
__label__25-34,0,3,1,0,2,1,0,0,0,0,0,0,2
__label__18-24,0,4,1,0,1,0,0,0,0,0,2,0,2
__label__18-24,0,10,11,0,1,0,0,0,0,0,1,2,7
__label__18-24,1,15,8,9,14,3,0,0,3,0,0,0,21
__label__18-24,0,2,1,0,3,0,0,0,0,1,2,0,5
__label__18-24,0,3,3,0,0,1,1,0,0,0,0,1,3
__label__45-54,0,0,1,1,0,0,0,0,0,0,0,0,0
__label__18-24,1,10,3,1,8,1,0,1,0,1,0,0,12
__label__35-44,0,10,1,0,1,3,0,1,0,1,0,0,0
__label__25-34,0,5,1,1,2,0,0,1,0,1,0,0,6
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,90,24,13,7,3,1,2,0,3,0,1,65
__label__25-34,0,0,1,0,2,0,0,0,0,0,0,0,1
__label__18-24,1,2,0,0,2,0,0,1,0,0,1,0,1
__label__55+,1,2,0,0,0,0,0,0,0,0,0,0,6
__label__25-34,0,5,3,0,15,0,0,1,5,0,0,0,4
__label__25-34,0,15,8,18,1,7,0,0,0,0,0,0,5
__label__45-54,18,27,3,1,2,0,0,1,0,3,0,0,11
__label__25-34,0,6,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,4,2,0,2,0,0,0,0,0,0,0,1
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,12,1,3,3,0,0,0,1,2,0,0,2
__label__18-24,0,4,0,0,1,1,0,0,0,0,0,0,0
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,2,4,0,2,2,0,0,1,0,0,1,2
__label__25-34,3,12,10,0,4,1,0,1,0,0,0,1,2
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,0,0,0,2,1,1,0,0,0,0,0,5
__label__25-34,0,7,1,0,1,1,0,1,0,0,1,1,10
__label__18-24,1,1,1,0,3,0,0,0,0,0,0,1,1
__label__25-34,0,0,0,0,0,0,0,1,0,0,0,0,1
__label__18-24,3,3,4,1,9,1,0,2,0,0,0,1,8
__label__25-34,0,5,3,0,0,0,0,0,0,0,0,0,3
__label__25-34,0,33,16,0,1,1,0,0,0,0,0,0,6
__label__18-24,0,0,2,0,1,0,0,0,0,0,0,0,4
__label__45-54,0,2,2,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,3,2,0,3,0,0,1,0,2,2,0,4
__label__25-34,0,1,1,0,0,0,0,0,0,1,0,0,0
__label__18-24,0,5,0,1,0,0,0,0,0,0,0,1,0
__label__35-44,0,3,1,0,0,2,0,2,0,0,0,2,3
__label__35-44,0,4,2,6,4,0,0,2,0,0,1,2,2
__label__18-24,0,2,2,0,4,1,0,0,0,0,3,1,8
__label__45-54,0,3,7,0,2,0,0,0,0,0,0,0,2
__label__18-24,0,8,1,1,3,2,1,0,0,1,8,2,12
__label__45-54,0,0,0,0,3,1,0,0,0,0,0,0,2
__label__25-34,0,0,0,0,1,0,0,0,0,1,0,0,0
__label__18-24,0,16,14,5,2,18,0,0,2,2,0,1,10
__label__25-34,0,3,2,0,0,1,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,3
__label__35-44,0,7,2,0,4,0,0,3,0,0,1,0,8
__label__35-44,2,4,2,2,2,1,0,0,0,0,0,1,1
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,1,0,0,0,0,0,1,0
__label__55+,0,1,4,0,1,0,0,0,0,0,0,0,0
__label__25-34,1,4,4,1,0,0,0,0,0,0,0,0,1
__label__35-44,1,29,18,3,2,10,0,1,0,4,1,0,12
__label__18-24,0,12,5,0,3,1,0,1,0,0,0,0,1
__label__25-34,0,6,1,1,1,2,0,0,0,0,0,1,5
__label__35-44,0,3,4,0,1,1,0,1,0,0,0,1,3
__label__18-24,0,6,2,0,1,0,0,0,0,0,0,0,5
__label__45-54,0,2,3,0,0,0,0,0,0,0,0,0,3
__label__45-54,0,0,0,0,1,0,0,0,0,0,0,1,0
__label__18-24,2,0,0,0,0,0,0,0,0,0,1,0,3
__label__35-44,0,1,0,0,1,0,0,0,0,0,0,0,1
__label__55+,0,3,2,0,0,0,0,0,0,1,0,1,9
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,4
__label__18-24,0,7,5,1,0,1,1,1,0,0,0,0,1
__label__18-24,0,8,0,0,2,1,0,0,0,0,0,0,1
__label__18-24,0,2,4,0,5,1,0,1,1,0,1,1,6
__label__18-24,0,1,0,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,3,1,0,1,0,0,0,0,1,0,0,1
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,1,7,0,2,1,0,0,1,0,0,0,0,0
__label__25-34,1,208,62,60,20,22,1,6,0,4,2,5,106
__label__18-24,0,2,5,3,1,1,0,0,0,1,0,5,5
__label__25-34,0,0,0,0,1,0,0,0,0,0,0,1,0
__label__25-34,1,2,1,0,0,1,0,0,0,0,0,0,2
__label__18-24,0,1,3,0,1,0,0,0,0,2,0,0,0
__label__25-34,0,4,1,0,0,0,0,0,0,0,0,0,9
__label__18-24,0,11,1,8,4,1,0,1,0,1,0,1,11
__label__55+,0,1,3,0,1,0,0,3,0,0,0,0,3
__label__18-24,3,2,0,0,0,0,0,0,0,0,0,0,1
__label__55+,0,1,0,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,16,2,0,3,0,0,0,0,0,1,0,3
__label__18-24,0,1,1,0,1,1,0,0,0,0,0,0,0
__label__25-34,0,2,1,3,0,4,0,0,0,0,0,0,0
__label__25-34,0,3,6,1,0,2,0,1,0,0,0,4,4
__label__25-34,0,7,7,1,2,0,0,0,4,0,1,0,1
__label__35-44,0,3,0,0,1,0,0,0,0,0,0,0,4
__label__18-24,0,1,1,1,1,0,0,0,0,0,0,0,0
__label__18-24,0,3,0,0,1,0,0,0,0,0,0,0,2
__label__55+,0,4,0,0,2,2,1,1,0,0,0,0,3
__label__18-24,2,1,1,0,2,0,0,0,0,0,0,0,2
__label__18-24,0,12,4,1,7,0,1,0,1,2,0,0,7
__label__25-34,0,4,5,4,0,3,0,0,0,0,0,0,11
__label__18-24,13,175,65,26,45,140,2,2,11,1,6,17,163
__label__25-34,0,2,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,2
__label__55+,0,1,0,0,0,0,0,1,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,2,2
__label__45-54,0,3,9,1,2,0,0,0,0,3,0,0,1
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,1,1
__label__25-34,0,2,1,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,0,1,0,1,0,0,0,0,0,0,0,1
__label__18-24,2,7,6,1,4,0,0,0,0,2,0,0,17
__label__25-34,0,2,4,0,0,0,0,2,1,0,1,0,4
__label__18-24,1,5,2,3,5,5,1,2,1,1,1,2,10
__label__35-44,0,2,8,1,0,0,0,0,0,1,1,0,4
__label__18-24,0,4,0,1,3,2,0,0,0,0,0,0,3
__label__25-34,0,3,1,1,4,1,0,0,2,1,1,0,4
__label__25-34,1,31,15,6,5,18,3,9,0,3,2,2,56
__label__18-24,6,21,20,3,12,3,0,0,3,2,2,0,23
__label__25-34,0,0,4,3,1,3,0,0,0,0,0,1,4
__label__45-54,0,3,1,0,0,2,0,1,0,0,0,2,3
__label__25-34,0,8,0,0,0,1,0,0,0,0,0,0,4
__label__45-54,0,2,1,0,0,1,0,0,0,2,0,0,1
__label__45-54,0,0,2,0,0,1,0,0,0,0,0,0,2
__label__25-34,1,0,0,0,0,0,0,0,0,1,0,0,1
__label__25-34,0,3,3,0,4,0,0,0,0,1,0,0,1
__label__18-24,1,1,0,0,0,0,0,0,0,0,0,0,4
__label__18-24,1,77,25,7,8,2,0,2,0,0,3,0,11
__label__25-34,0,0,4,0,1,1,0,0,0,0,0,1,4
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,2,2,8,4,2,0,0,0,0,0,0,4
__label__25-34,0,2,5,0,2,0,0,0,0,0,0,1,5
__label__18-24,4,1,2,2,0,21,0,0,0,0,1,3,6
__label__45-54,0,6,2,0,0,0,0,0,0,1,0,2,2
__label__18-24,0,0,2,1,0,0,0,0,0,0,0,0,2
__label__35-44,0,0,1,0,0,1,0,0,0,0,0,0,0
__label__18-24,0,1,2,0,1,2,2,0,0,0,0,0,2
__label__25-34,0,1,0,0,0,0,0,0,1,0,0,0,0
__label__18-24,0,7,2,1,1,0,0,0,0,0,2,0,1
__label__35-44,0,5,1,0,2,0,0,0,0,0,0,0,0
__label__45-54,0,3,4,1,1,0,0,0,0,0,0,0,4
__label__25-34,0,1,1,0,1,0,0,0,0,0,0,0,0
__label__35-44,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,7,1,1,2,0,0,0,0,0,0,0,2
__label__18-24,0,3,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,1,3,8,0,8,2,0,0,1,0,4,2,5
__label__25-34,0,1,0,2,0,0,0,0,0,0,0,0,0
__label__18-24,0,11,2,0,3,1,0,0,0,0,0,0,12
__label__25-34,0,0,0,0,1,1,0,0,0,0,0,1,0
__label__18-24,0,1,3,0,0,0,0,0,1,0,0,0,2
__label__18-24,0,14,2,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,0,1,0,2,0,0,0,0,0,0,0
__label__25-34,0,6,2,1,1,0,1,0,0,0,0,1,9
__label__25-34,0,3,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,18,3,3,0,0,0,0,0,1,1,0,1
__label__35-44,0,1,1,0,1,1,0,0,0,0,1,0,0
__label__25-34,1,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,0,1,0,1,0,0,1,0,0,1,0,0
__label__18-24,0,10,3,3,1,0,0,0,0,1,1,2,2
__label__45-54,0,2,1,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,8,9,6,2,9,0,0,0,0,0,1,10
__label__25-34,0,1,0,0,1,0,0,1,0,0,0,0,0
__label__25-34,0,5,11,1,1,1,0,0,0,0,0,0,5
__label__45-54,0,2,5,1,2,0,0,0,0,2,0,0,2
__label__35-44,0,2,3,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,8,5,1,1,0,0,0,0,0,0,1,1
__label__55+,1,0,1,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,2,1,3,0,1,0,1,0,0,0,0,6
__label__18-24,0,1,1,0,0,1,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,1,0,0,0,0,0,0,1
__label__25-34,0,5,8,1,1,4,0,0,0,0,0,0,0
__label__35-44,0,0,1,0,0,0,0,0,0,3,0,0,0
__label__45-54,0,15,2,2,1,1,0,0,0,0,0,0,13
__label__25-34,1,20,11,17,0,0,0,0,0,0,0,2,5
__label__45-54,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,28,8,13,1,1,0,1,1,1,1,3,9
__label__25-34,0,36,15,3,2,7,1,1,1,2,0,0,25
__label__45-54,0,2,0,0,2,0,0,0,0,0,0,0,1
__label__45-54,0,4,2,1,0,0,0,0,0,4,0,0,0
__label__35-44,0,3,4,0,1,0,0,0,0,0,0,0,1
__label__25-34,5,9,14,4,3,4,0,1,1,0,1,1,17
__label__35-44,1,11,8,4,10,2,0,1,4,0,0,0,13
__label__35-44,0,5,0,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,2,3,1,0,0,0,0,0,0,0,0,0
__label__45-54,0,1,0,0,0,0,0,1,0,0,0,0,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,2,2,1,0,8,0,0,0,0,0,0,4
__label__25-34,0,1,0,0,2,1,0,0,0,0,0,0,2
__label__18-24,0,1,1,0,2,0,0,1,0,0,0,0,0
__label__18-24,0,4,1,4,1,9,0,4,1,2,0,0,9
__label__25-34,0,0,2,0,0,0,0,0,0,0,0,0,2
__label__35-44,1,9,3,3,4,2,0,2,1,1,0,0,11
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,2,1,0,1,1,0,0,0,0,0,2,1
__label__25-34,0,1,1,0,0,1,0,0,0,0,0,1,1
__label__25-34,0,5,13,8,2,1,0,0,0,0,0,1,3
__label__18-24,0,3,1,0,1,1,0,0,0,0,0,0,8
__label__35-44,0,0,0,0,1,1,0,0,0,0,0,0,0
__label__45-54,0,1,1,0,1,0,1,0,0,0,2,0,0
__label__35-44,0,47,23,6,6,12,0,1,0,2,0,4,8
__label__18-24,0,1,0,0,1,1,0,1,0,0,0,0,0
__label__35-44,0,5,8,2,0,3,0,1,0,0,0,0,15
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,7,3,1,2,0,0,0,0,3,0,0,20
__label__18-24,0,3,2,0,1,0,0,0,0,0,0,0,2
__label__25-34,0,2,0,0,1,1,0,0,0,0,0,0,1
__label__45-54,0,6,2,0,0,0,0,0,0,0,0,0,3
__label__35-44,0,2,1,0,0,0,0,0,1,0,0,0,0
__label__18-24,2,4,0,0,0,0,0,0,0,0,0,0,0
__label__55+,0,2,1,2,0,1,0,1,0,1,0,0,1
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,93,10,14,1,3,1,0,0,0,1,0,18
__label__45-54,0,0,1,0,0,0,0,1,0,0,0,0,0
__label__18-24,0,1,1,0,1,0,0,0,0,0,0,0,2
__label__35-44,0,0,2,0,1,1,0,0,0,1,0,0,1
__label__45-54,0,1,1,0,0,0,0,0,0,1,0,0,0
__label__45-54,0,6,1,1,1,0,0,0,0,2,0,0,1
__label__45-54,0,3,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,0,1,0,0,0,0,0,0,2,0,0,0
__label__55+,0,0,0,0,0,0,0,0,0,0,0,1,1
__label__35-44,0,3,1,2,0,0,0,0,0,0,0,0,1
__label__18-24,0,7,1,0,1,3,0,0,0,0,0,1,0
__label__25-34,0,1,8,1,5,0,0,0,0,0,0,2,3
__label__18-24,0,5,2,0,5,1,0,1,0,0,0,1,0
__label__25-34,2,97,27,57,12,4,1,0,1,2,2,2,42
__label__35-44,1,2,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,2,1,0,0,0,0,0,0,0
__label__18-24,1,86,9,8,10,1,1,0,0,2,1,2,13
__label__25-34,1,4,3,1,1,1,0,0,0,0,0,1,5
__label__18-24,0,5,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,1,0,2,1,0,0,1,0,0,0,0,2
__label__35-44,0,0,3,0,0,1,0,0,0,0,0,0,1
__label__55+,0,2,5,0,2,4,0,0,0,0,0,0,8
__label__35-44,0,22,14,5,10,2,0,2,2,14,0,6,46
__label__25-34,0,2,0,3,0,1,0,0,0,0,2,0,2
__label__18-24,0,1,2,0,4,0,0,0,0,0,0,1,1
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,2,1
__label__25-34,0,4,4,0,0,1,0,0,0,0,0,0,0
__label__25-34,0,16,2,3,1,0,0,0,0,0,1,0,3
__label__25-34,0,0,0,0,2,0,0,0,0,0,0,0,2
__label__18-24,0,6,6,2,6,4,0,1,0,0,1,0,8
__label__25-34,2,2,0,0,1,0,0,1,1,0,0,0,4
__label__25-34,1,2,0,0,0,0,0,0,0,0,0,1,3
__label__55+,0,11,0,0,2,0,0,0,0,8,0,0,3
__label__35-44,0,11,4,0,1,1,0,0,0,0,0,0,2
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,9,1,1,1,0,0,0,0,0,0,0,3
__label__18-24,0,6,3,15,1,0,0,0,3,2,0,1,0
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,3,2,0,2,0,0,0,0,1,0,1,1
__label__25-34,1,10,2,0,0,0,0,0,0,0,0,1,1
__label__18-24,0,3,0,0,1,1,0,0,1,0,1,1,1
__label__18-24,0,5,7,1,3,0,0,0,0,0,2,0,3
__label__55+,0,0,0,0,2,1,0,0,0,0,0,0,0
__label__25-34,1,3,4,0,2,3,0,0,0,0,0,1,4
__label__35-44,0,1,1,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,7,6,1,2,1,0,1,0,1,0,1,7
__label__25-34,2,0,0,3,1,2,0,0,0,0,0,0,4
__label__45-54,0,3,6,1,1,2,0,2,0,1,1,1,6
__label__35-44,0,3,0,0,0,0,0,0,0,1,0,0,0
__label__25-34,1,32,16,2,9,1,0,2,0,4,0,0,12
__label__25-34,1,27,4,3,1,1,0,1,1,0,0,0,1
__label__45-54,0,1,1,0,0,0,0,0,0,6,0,0,1
__label__35-44,0,6,1,0,1,0,0,0,0,0,0,0,2
__label__25-34,0,28,8,2,3,1,0,0,0,0,0,0,5
__label__35-44,1,6,11,2,3,12,0,0,2,0,1,1,8
__label__25-34,0,7,7,0,1,1,0,1,0,0,0,0,15
__label__35-44,0,0,2,0,1,0,0,0,0,0,0,0,2
__label__18-24,0,5,4,3,1,3,0,0,0,0,1,2,2
__label__25-34,0,1,0,1,0,0,0,0,0,0,4,0,1
__label__18-24,0,8,2,0,0,1,0,0,0,0,1,1,4
__label__18-24,0,0,2,0,2,4,0,1,1,0,1,0,9
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,0,0,1,1,0,0,0,0,0,0,0
__label__35-44,0,3,2,0,0,1,0,0,0,0,0,0,4
__label__45-54,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,5,6,1,0,0,0,0,0,0,1,0,0
__label__18-24,1,6,2,0,2,0,0,0,0,0,0,1,2
__label__25-34,2,25,9,4,5,6,0,0,0,0,0,4,12
__label__25-34,0,1,1,0,2,0,0,0,0,0,1,0,3
__label__18-24,1,0,5,1,0,6,0,2,1,1,3,3,8
__label__25-34,0,11,13,12,1,5,1,1,1,0,1,2,38
__label__18-24,0,15,4,3,5,1,0,1,0,0,4,1,19
__label__18-24,1,4,9,5,5,4,0,0,1,1,6,0,20
__label__45-54,1,0,1,0,1,0,0,0,0,2,0,0,0
__label__18-24,0,8,0,1,8,1,0,2,2,2,0,3,7
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,0,1,0,0,0,0,0,0,1,0,1,0
__label__45-54,0,0,1,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,1,0,0,1,0,0,0,0,1,0,0,1
__label__55+,0,3,0,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,7,2,0,4,1,0,1,0,0,1,0,6
__label__18-24,0,3,0,0,0,0,0,0,0,0,1,0,2
__label__25-34,0,1,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,1,12,13,4,9,3,0,0,1,0,0,0,7
__label__35-44,0,0,1,0,1,0,0,0,0,1,0,0,1
__label__25-34,0,0,1,0,0,0,0,0,0,2,0,0,0
__label__25-34,0,1,2,0,1,2,0,0,0,0,0,0,0
__label__25-34,0,12,2,0,3,1,0,0,0,0,1,1,5
__label__35-44,0,1,3,1,0,0,0,0,0,0,0,0,4
__label__18-24,0,5,1,2,2,2,0,0,1,0,0,0,11
__label__25-34,0,7,1,0,2,2,0,1,0,0,0,0,0
__label__18-24,2,12,2,2,2,1,0,0,0,1,0,0,5
__label__45-54,1,0,2,0,0,1,0,0,0,0,0,0,0
__label__18-24,1,4,5,0,2,0,0,0,0,0,1,1,2
__label__35-44,0,18,5,3,6,3,0,1,0,0,0,0,9
__label__18-24,0,1,4,0,0,1,0,0,0,0,0,0,2
__label__18-24,0,0,2,0,1,0,0,1,1,1,0,0,1
__label__25-34,0,4,3,1,1,1,0,0,0,0,0,0,4
__label__35-44,0,1,0,0,0,0,0,0,0,0,1,0,1
__label__45-54,0,0,2,0,1,0,0,0,0,1,0,0,0
__label__18-24,0,12,4,1,9,0,0,2,0,0,2,4,11
__label__25-34,0,3,6,1,0,0,0,0,0,0,0,2,6
__label__25-34,0,1,0,1,1,0,0,1,0,0,0,0,2
__label__35-44,2,30,6,4,9,2,0,1,0,1,0,1,25
__label__55+,0,0,1,0,0,0,0,0,0,0,0,0,1
