label,sport_and_travel,buy_and_sell,health_and_family,jobs,love,social_learning,suport,new,comic_and_film,music,gaming,school_and_class,club
__label__35-44,0,4,1,1,1,2,0,2,2,1,0,4,5
__label__25-34,3,5,1,5,3,4,0,0,0,0,0,4,8
__label__35-44,0,6,0,1,0,0,0,1,0,0,1,0,4
__label__35-44,1,28,12,2,5,1,1,0,0,1,0,1,12
__label__25-34,0,10,0,0,0,0,0,0,0,0,0,2,1
__label__25-34,0,1,0,0,1,0,0,0,0,0,0,1,5
__label__35-44,1,2,1,0,0,2,0,0,0,0,0,1,9
__label__35-44,0,0,0,0,0,2,0,0,0,0,0,2,2
__label__35-44,0,2,3,1,1,0,0,0,0,0,0,0,1
__label__45-54,0,6,0,0,2,0,0,0,0,1,0,0,1
__label__18-24,0,26,4,9,1,1,0,1,0,0,0,0,3
__label__55+,0,3,0,0,0,1,0,0,0,1,0,0,13
__label__35-44,1,2,1,0,2,0,1,0,0,0,0,1,3
__label__25-34,0,0,0,0,0,1,0,3,0,0,0,0,0
__label__35-44,0,0,0,0,0,0,0,0,0,0,0,1,1
__label__35-44,29,54,4,8,3,9,1,6,0,0,0,7,16
__label__18-24,0,10,2,7,2,1,1,2,0,0,0,0,16
__label__45-54,0,2,0,0,0,0,0,0,0,1,0,0,0
__label__55+,0,2,0,0,0,0,0,0,0,0,0,0,3
__label__18-24,0,4,1,0,2,2,0,0,0,0,3,1,9
__label__45-54,1,2,1,0,1,0,0,1,0,2,0,3,1
__label__45-54,2,4,1,0,2,3,0,4,0,2,0,3,4
__label__45-54,0,0,0,2,1,0,0,1,0,0,0,2,3
__label__35-44,1,25,5,3,1,34,0,2,0,0,0,6,17
__label__18-24,2,19,10,1,16,5,1,1,0,0,1,4,8
__label__45-54,1,3,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,0,0,0,0,0,0,0,0,2,0,1
__label__25-34,0,3,1,0,0,0,0,0,0,0,0,0,2
__label__55+,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,22,6,5,3,0,0,0,1,0,0,1,1
__label__35-44,0,3,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,6,0,1,2,1,0,0,0,0,0,0,3
__label__35-44,0,2,1,1,1,0,0,0,0,0,0,0,0
__label__18-24,0,12,0,3,6,1,0,0,0,0,2,1,8
__label__45-54,0,0,1,0,0,0,0,0,0,1,0,0,2
__label__18-24,1,5,1,0,1,0,1,0,0,0,0,0,14
__label__18-24,0,6,3,1,2,0,0,0,0,4,0,0,1
__label__25-34,0,3,3,0,3,0,0,1,0,2,1,2,5
__label__45-54,0,2,3,0,0,0,0,0,0,0,0,0,2
__label__18-24,0,4,1,0,1,0,0,0,0,0,0,0,4
__label__45-54,0,1,1,0,1,0,0,0,0,0,0,0,2
__label__55+,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,5,15,1,4,2,0,0,0,0,1,0,13
__label__18-24,0,3,3,1,0,17,0,0,0,0,1,0,3
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__55+,0,0,2,1,0,0,0,0,0,0,0,0,0
__label__35-44,0,8,6,2,5,0,0,0,0,4,0,0,9
__label__55+,1,0,0,0,0,0,0,0,1,0,0,0,0
__label__45-54,0,2,3,0,0,2,1,0,0,1,0,0,5
__label__45-54,0,1,1,0,0,1,0,1,0,0,0,0,2
__label__18-24,0,5,4,1,10,10,0,0,0,0,1,1,26
__label__25-34,1,16,3,2,0,0,0,0,1,1,0,0,6
__label__35-44,0,1,6,16,0,0,0,0,0,0,0,0,5
__label__25-34,0,1,3,0,2,0,0,0,0,0,0,0,0
__label__18-24,2,32,20,21,8,6,0,0,0,0,1,6,29
__label__35-44,1,58,22,3,14,1,0,1,0,1,0,0,187
__label__25-34,0,6,2,1,0,0,0,0,1,0,0,1,6
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,0,5
__label__18-24,1,10,3,0,2,2,0,2,0,1,3,1,7
__label__25-34,0,3,0,0,0,0,0,0,1,0,0,0,0
__label__35-44,0,6,6,1,1,4,0,0,0,0,0,0,4
__label__18-24,0,8,2,3,1,1,0,0,0,1,0,1,5
__label__18-24,0,3,1,0,2,1,0,0,0,0,0,1,5
__label__18-24,0,7,23,5,12,4,0,1,1,2,1,3,10
__label__55+,0,0,2,0,0,0,0,0,0,0,0,1,2
__label__35-44,0,2,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,24,4,0,1,0,1,0,0,0,0,0,4
__label__55+,0,5,2,0,1,0,0,0,0,0,0,0,1
__label__35-44,0,1,1,0,1,1,0,0,0,0,0,0,2
__label__55+,2,0,5,0,0,0,0,0,1,1,0,0,4
__label__35-44,0,3,1,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,0,2,1,0,0,0,0,0,0,0,0,0
__label__25-34,0,25,4,2,1,3,0,1,0,1,0,0,10
__label__35-44,1,0,1,1,3,0,0,0,0,5,0,0,5
__label__18-24,2,3,2,1,1,0,0,1,0,0,0,0,2
__label__35-44,0,1,2,1,0,0,0,0,0,0,0,0,3
__label__55+,1,2,1,0,0,1,0,0,0,0,0,0,0
__label__35-44,0,10,3,0,1,1,0,1,0,0,0,0,1
__label__25-34,1,72,33,9,6,2,0,1,1,6,0,0,9
__label__18-24,0,6,5,0,1,1,1,0,0,0,0,1,3
__label__25-34,0,0,2,1,0,1,0,0,0,0,0,0,2
__label__35-44,1,29,20,10,2,3,0,0,0,0,0,1,6
__label__35-44,0,1,1,0,0,0,0,1,0,2,0,0,0
__label__18-24,0,0,0,0,2,0,0,0,0,0,0,0,0
__label__35-44,0,2,2,0,1,0,0,1,0,0,0,0,0
__label__25-34,0,0,0,1,0,0,0,1,0,0,0,1,1
__label__45-54,0,1,0,0,0,0,0,1,0,0,0,0,0
__label__18-24,2,8,8,1,5,0,0,0,0,0,1,0,5
__label__25-34,3,27,6,2,5,1,0,1,2,0,1,2,3
__label__18-24,0,0,0,0,5,0,0,0,0,0,0,0,0
__label__25-34,0,2,5,4,0,1,0,0,0,0,0,0,0
__label__18-24,0,6,8,9,3,1,0,1,1,0,0,0,17
__label__18-24,0,5,2,0,1,6,0,0,0,1,3,1,16
__label__18-24,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,4,2,1,1,5,0,0,0,0,3,0,3
__label__45-54,0,0,1,0,0,2,0,0,0,0,0,0,1
__label__18-24,7,4,9,0,8,36,0,0,0,0,8,3,16
__label__18-24,0,0,1,0,2,0,0,1,0,0,0,0,1
__label__35-44,0,3,2,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,3,1,0,0,1,0,0,1,0,0,0,0
__label__18-24,2,3,2,0,6,3,0,0,0,0,0,0,12
__label__45-54,1,4,3,1,0,0,0,1,0,0,0,1,3
__label__25-34,0,0,0,0,2,0,0,0,0,0,0,0,0
__label__25-34,0,1,3,7,0,4,0,0,0,0,5,1,15
__label__25-34,0,2,1,0,3,0,0,0,0,0,0,0,6
__label__25-34,0,25,5,2,1,3,0,0,0,1,0,2,3
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,12,11,0,1,4,0,2,0,0,0,0,8
__label__18-24,1,5,0,0,3,1,0,0,4,0,3,1,7
__label__25-34,0,2,2,1,2,0,0,0,0,0,0,0,3
__label__18-24,0,1,3,0,1,0,0,0,0,1,0,0,0
__label__25-34,0,0,2,0,0,0,0,0,1,0,0,0,0
__label__18-24,0,0,1,0,1,0,0,1,0,0,0,0,2
__label__45-54,0,2,0,0,0,0,0,1,0,0,0,0,2
__label__25-34,0,1,1,0,0,2,0,0,0,0,0,0,2
__label__18-24,1,114,15,16,5,9,1,1,1,16,1,0,17
__label__25-34,0,5,1,1,0,0,0,0,0,0,0,0,1
__label__18-24,0,0,1,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,0,2,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,1,2,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,17,2,2,1,0,0,3,0,1,1,0,8
__label__45-54,0,3,1,1,0,0,0,0,0,0,0,0,2
__label__35-44,1,7,2,2,1,0,1,2,0,0,0,0,7
__label__18-24,0,0,3,7,0,6,1,0,0,0,0,3,7
__label__25-34,0,2,0,0,0,0,0,1,0,0,0,0,1
__label__18-24,0,11,3,0,3,0,0,1,1,0,4,1,12
__label__25-34,0,4,5,0,4,0,0,0,0,0,1,0,3
__label__45-54,0,1,1,0,1,0,0,1,0,0,0,1,2
__label__35-44,2,11,7,1,8,1,0,2,0,4,0,1,9
__label__25-34,1,0,2,0,2,0,0,0,0,1,2,0,1
__label__25-34,1,5,0,0,0,1,0,0,1,0,0,0,2
__label__18-24,0,10,4,7,3,6,1,0,1,0,0,1,12
__label__25-34,0,39,13,2,3,2,0,0,3,0,0,1,7
__label__25-34,1,149,55,43,2,0,0,0,1,45,0,3,27
__label__18-24,0,2,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,1,0,2,0,0,0,0,0,0,0,2
__label__45-54,0,2,0,1,1,0,0,0,0,2,0,0,0
__label__55+,0,3,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,2,1,0,0,0,1,1,0,0,0,0,2
__label__35-44,0,4,2,0,0,0,0,0,0,0,0,0,4
__label__25-34,0,0,1,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,0,0,0,0,0,0,1,0,3,0,0,1
__label__35-44,1,5,6,0,3,0,0,1,0,2,0,0,1
__label__18-24,0,0,1,0,1,0,0,0,0,0,0,1,0
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,1,3,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,0,1,0,1,0,0,0,0,0,0,0,1
__label__55+,0,1,3,0,0,0,0,0,0,0,0,0,1
__label__35-44,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,3,3,1,3,3,0,3,0,8,0,5,4
__label__35-44,1,16,26,1,6,1,0,0,0,4,0,0,10
__label__18-24,1,9,16,0,16,0,0,3,2,0,1,1,8
__label__25-34,0,4,0,0,1,1,0,0,0,0,0,0,1
__label__18-24,0,1,1,0,1,0,0,0,0,0,1,0,3
__label__18-24,0,11,5,1,4,1,0,0,0,0,0,1,7
__label__18-24,0,0,1,0,1,0,0,0,0,0,2,0,4
__label__35-44,0,14,8,0,1,1,0,0,0,1,0,3,5
__label__25-34,0,6,3,3,1,0,0,0,0,0,0,0,3
__label__25-34,0,8,1,0,1,0,1,0,0,1,1,1,1
__label__18-24,0,10,12,2,16,1,0,1,0,2,1,5,9
__label__35-44,4,26,3,1,0,0,0,0,1,0,1,0,4
__label__18-24,1,48,15,15,8,9,1,0,0,2,1,4,25
__label__18-24,0,1,0,0,1,0,0,0,0,0,0,0,2
__label__18-24,0,19,4,2,7,3,0,0,0,1,1,2,13
__label__45-54,0,5,2,1,1,0,0,0,0,1,0,0,1
__label__45-54,0,24,20,0,14,5,0,0,0,9,0,4,32
__label__45-54,1,17,9,0,10,8,0,0,0,1,0,7,21
__label__25-34,0,0,1,0,1,0,0,0,0,2,0,1,2
__label__55+,0,1,0,0,0,0,0,0,0,0,0,0,5
__label__25-34,0,0,0,0,0,1,0,0,0,0,0,1,1
__label__18-24,2,3,1,0,4,0,0,0,0,0,1,0,2
__label__18-24,1,5,5,1,1,4,0,0,0,0,1,3,7
__label__35-44,0,2,5,2,2,0,0,1,0,0,0,1,3
__label__18-24,1,1,2,0,3,1,0,0,0,0,0,1,2
__label__25-34,1,9,16,1,0,0,0,0,0,1,0,0,5
__label__18-24,0,22,20,3,18,17,0,0,7,0,0,4,28
__label__45-54,0,14,5,3,3,0,0,1,0,0,1,0,25
__label__35-44,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__25-34,0,27,12,5,3,0,0,1,0,0,0,2,5
__label__35-44,1,4,4,1,0,0,0,0,0,0,0,0,4
__label__25-34,4,81,14,15,8,1,0,1,1,12,0,3,37
__label__35-44,0,2,0,0,2,0,0,0,0,0,0,0,0
__label__18-24,0,0,1,1,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,4,0,1,1,0,0,0,0,0,1,1
__label__18-24,0,3,3,1,0,0,0,0,0,0,0,0,0
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,0
__label__25-34,0,1,1,0,0,0,0,0,0,0,0,1,1
__label__18-24,1,106,8,2,2,13,1,1,10,5,0,3,12
__label__18-24,0,12,6,5,8,0,0,0,0,0,0,0,2
__label__25-34,0,6,0,0,0,0,0,0,1,1,0,0,0
__label__45-54,0,0,2,1,0,0,0,0,0,0,0,0,2
__label__25-34,0,7,6,1,2,1,0,0,0,0,0,0,1
__label__25-34,1,29,7,14,0,2,0,1,0,0,3,0,36
__label__55+,0,2,8,0,4,2,0,0,1,2,0,1,4
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,4
__label__45-54,0,2,1,0,4,0,0,0,0,0,0,0,1
__label__25-34,1,9,10,3,8,0,0,1,0,0,0,1,9
__label__45-54,0,0,0,0,1,0,0,1,0,0,0,0,3
__label__45-54,0,3,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__25-34,1,30,15,6,6,2,0,0,1,1,0,1,16
__label__45-54,0,1,0,0,0,0,0,0,0,1,0,0,0
__label__45-54,0,4,0,0,0,0,0,0,0,0,0,0,2
__label__55+,0,1,2,1,0,11,0,0,0,0,0,0,1
__label__25-34,0,2,0,0,1,0,0,0,0,0,0,2,5
__label__18-24,0,0,0,2,0,6,0,0,0,0,0,0,1
__label__18-24,0,1,0,0,2,0,0,0,0,0,1,0,0
__label__18-24,0,3,2,2,1,1,0,1,1,0,0,1,3
__label__18-24,0,2,1,1,1,0,0,0,0,0,0,0,0
__label__18-24,1,23,4,37,6,4,0,1,2,0,1,1,29
__label__18-24,0,6,0,1,0,0,0,0,0,0,2,0,0
__label__45-54,0,2,1,0,0,0,0,0,0,2,0,1,4
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,0,6,0,2,0,0,0,0,0,0,0,3
__label__25-34,0,89,8,10,11,1,0,2,0,13,1,1,30
__label__25-34,1,6,8,0,0,7,0,1,2,0,0,0,17
__label__45-54,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,5,3,1,1,0,0,0,0,1,0,0,0
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,3,0,0,1,0,1,0,0,0,2,0,2
__label__18-24,2,29,12,8,10,2,1,2,5,0,7,2,18
__label__25-34,0,7,20,1,1,3,1,1,1,0,0,3,7
__label__35-44,1,5,1,0,2,1,0,1,0,1,0,0,6
__label__45-54,0,2,0,1,0,0,0,0,1,0,0,0,1
__label__25-34,0,5,2,0,1,1,0,0,1,1,5,1,5
__label__55+,0,3,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,3,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,6,0,0,2,0,0,0,0,0,0,0,2
__label__25-34,0,3,2,0,0,0,0,0,0,0,0,1,1
__label__45-54,0,3,2,1,0,1,0,0,0,1,0,2,4
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__18-24,0,0,2,0,3,0,0,1,0,0,0,0,1
__label__18-24,0,5,0,0,2,0,0,0,4,0,1,0,9
__label__25-34,0,19,6,6,5,3,0,0,5,0,1,1,11
__label__55+,0,1,1,0,4,0,0,0,0,2,0,0,2
__label__25-34,0,0,0,0,0,1,0,0,0,1,0,0,0
__label__25-34,0,2,2,0,1,0,1,0,0,0,0,0,5
__label__45-54,0,0,1,0,1,0,0,0,0,1,0,0,4
__label__25-34,0,3,2,2,1,0,0,0,0,0,2,2,7
__label__25-34,0,0,2,0,0,1,0,0,0,0,0,0,0
__label__18-24,4,6,7,5,6,1,0,1,0,0,0,1,6
__label__45-54,0,1,0,0,0,0,0,0,1,0,0,0,1
__label__35-44,0,4,4,1,0,0,0,0,0,1,0,0,1
__label__18-24,0,0,0,0,2,0,0,1,0,0,0,0,2
__label__45-54,0,1,1,0,0,0,0,0,0,1,0,0,1
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,2
__label__25-34,0,6,2,0,1,1,0,0,0,0,0,1,1
__label__35-44,0,48,6,1,3,0,0,0,0,0,0,0,8
__label__35-44,0,1,2,0,0,1,0,0,0,0,0,1,2
__label__18-24,0,2,4,1,1,1,0,0,0,0,0,2,3
__label__35-44,0,2,1,0,0,0,0,0,0,0,0,0,0
__label__35-44,0,2,1,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,3,7,0,1,0,1,0,0,0,0,1,5
__label__18-24,0,5,0,0,0,2,0,2,0,0,0,0,0
__label__18-24,2,5,1,1,6,0,0,1,0,1,0,1,4
__label__45-54,0,0,2,2,0,1,0,0,0,0,0,0,1
__label__35-44,0,0,1,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,2,1,0,2,0,0,0,0,0,4,0,1
__label__18-24,0,4,1,0,4,0,0,1,0,0,0,0,4
__label__18-24,0,1,0,0,0,0,0,0,0,1,0,0,0
__label__18-24,1,8,3,0,3,0,0,0,1,0,0,1,19
__label__18-24,0,0,2,1,0,5,0,0,0,0,0,1,3
__label__25-34,11,5,8,4,8,2,0,2,0,6,8,0,16
__label__35-44,0,12,3,0,0,1,0,0,0,1,0,0,10
__label__25-34,1,2,2,0,1,0,0,1,0,0,0,1,3
__label__18-24,0,1,1,0,3,1,0,0,0,0,0,0,2
__label__18-24,0,1,4,0,1,4,0,1,0,0,0,0,1
__label__35-44,0,6,1,2,0,0,0,0,0,3,0,0,5
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,3
__label__25-34,0,2,0,0,1,0,0,0,2,0,1,0,6
__label__18-24,0,4,5,1,4,0,1,1,1,0,11,2,11
__label__55+,0,1,2,0,1,0,0,0,0,0,0,0,7
__label__35-44,0,2,0,0,0,0,0,0,0,0,0,1,1
__label__55+,0,0,0,0,0,0,0,1,0,0,0,0,1
__label__25-34,0,15,5,0,6,1,0,0,1,0,0,0,0
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,2,0,0,0,0,0,0,0,0,0,0,0
__label__25-34,0,9,14,4,10,2,0,0,0,1,0,0,5
__label__55+,0,2,0,0,0,2,0,0,0,0,0,0,1
__label__18-24,1,6,16,2,1,2,3,6,1,0,0,1,17
__label__45-54,0,0,0,0,0,0,0,1,0,1,0,0,0
__label__18-24,3,0,2,0,2,0,0,1,0,0,0,0,11
__label__18-24,1,8,4,12,0,0,0,0,2,0,2,0,11
__label__18-24,0,5,1,0,1,0,0,0,0,0,0,0,6
__label__35-44,0,2,2,0,0,0,0,0,0,0,0,0,2
__label__35-44,0,3,3,0,4,0,0,0,0,1,0,0,14
__label__25-34,0,4,2,0,1,0,0,0,1,0,0,0,0
__label__25-34,0,2,0,0,1,0,0,1,0,0,0,3,7
__label__25-34,0,5,2,10,2,13,0,2,0,0,0,2,15
__label__25-34,1,64,27,8,7,7,1,2,3,0,1,0,20
__label__45-54,1,0,1,1,0,1,0,0,0,0,0,0,2
__label__35-44,0,6,1,0,3,0,0,0,0,0,0,1,4
__label__18-24,0,0,1,0,1,0,0,0,0,0,0,0,1
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__45-54,0,3,0,0,1,0,0,0,0,0,0,0,0
__label__35-44,0,0,3,0,1,1,0,0,0,0,0,0,0
__label__35-44,0,2,0,0,0,0,0,1,0,0,0,0,1
__label__35-44,0,5,1,0,1,0,0,0,0,0,0,0,1
__label__25-34,0,3,5,0,0,1,0,1,0,0,0,0,4
__label__35-44,0,1,0,0,1,2,0,0,1,0,0,0,0
__label__35-44,0,14,9,4,3,2,0,0,0,2,0,0,7
__label__45-54,0,6,2,0,0,3,0,1,0,6,0,0,6
__label__18-24,0,2,1,0,2,0,0,1,0,0,1,0,5
__label__25-34,0,1,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,0,0,1,1,0,0,0,0,0,0,0
__label__35-44,0,0,2,1,1,0,0,0,0,0,0,0,3
__label__55+,0,0,0,0,0,1,0,0,0,1,0,0,4
__label__35-44,0,0,2,0,0,0,0,0,0,0,0,0,0
__label__55+,0,8,6,0,3,2,0,2,0,0,0,0,4
__label__45-54,0,10,30,3,1,3,0,2,0,2,1,0,6
__label__18-24,0,1,0,1,0,0,0,0,0,1,0,0,1
__label__25-34,0,5,2,0,2,0,0,0,0,0,2,0,1
__label__45-54,0,0,0,0,0,0,0,0,0,0,0,2,0
__label__45-54,0,0,2,0,1,0,0,0,0,0,0,0,3
__label__45-54,0,2,2,0,3,1,0,0,0,1,0,0,0
__label__18-24,0,4,2,5,3,6,1,0,0,0,1,12,11
__label__18-24,10,5,2,1,10,0,0,0,0,1,1,2,22
__label__18-24,0,3,1,0,1,0,0,0,0,0,0,0,0
__label__25-34,4,180,44,9,6,2,1,1,0,2,0,2,34
__label__45-54,0,1,1,0,0,0,0,1,0,0,0,0,0
__label__25-34,0,1,0,2,0,0,0,0,0,0,0,0,1
__label__45-54,0,0,0,0,1,0,0,0,0,0,0,0,1
__label__45-54,0,7,5,0,8,2,0,1,0,1,0,0,16
__label__45-54,0,1,1,0,0,0,0,0,0,1,0,0,0
__label__25-34,0,6,4,0,4,0,0,0,0,6,0,0,4
__label__35-44,0,0,2,0,0,0,0,0,0,1,0,0,0
__label__18-24,0,10,6,4,1,0,1,0,0,0,21,1,16
__label__45-54,0,7,2,0,6,1,0,0,0,0,0,0,6
__label__25-34,0,3,6,0,0,3,0,1,1,1,0,0,6
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,0
__label__25-34,1,71,13,15,7,5,2,1,0,1,4,4,72
__label__35-44,0,2,6,1,1,0,0,1,0,1,1,0,1
__label__35-44,0,1,0,0,3,0,0,1,0,0,0,0,2
__label__25-34,0,11,2,1,6,0,0,0,0,0,0,1,3
__label__45-54,0,4,3,1,2,0,0,0,0,0,0,0,2
__label__45-54,0,1,0,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,18,3,7,2,0,1,0,0,0,0,5,3
__label__45-54,0,0,0,0,0,0,0,0,0,1,0,1,0
__label__18-24,0,0,2,2,1,2,0,0,0,0,0,2,5
__label__25-34,0,3,2,0,0,1,0,0,0,0,0,1,3
__label__18-24,0,0,4,1,1,0,1,0,0,0,0,1,6
__label__35-44,0,1,1,0,2,0,0,0,0,0,0,0,5
__label__18-24,1,4,4,0,6,2,0,0,0,0,0,1,9
__label__18-24,0,0,3,0,2,0,1,0,0,0,4,0,3
__label__18-24,0,1,2,1,0,1,0,0,0,0,0,2,2
__label__35-44,0,1,1,0,0,1,0,0,0,0,0,3,0
__label__35-44,0,7,3,2,0,0,1,0,0,1,0,1,1
__label__55+,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,5,4,0,0,0,0,0,0,1,0,0,4
__label__18-24,1,4,0,0,1,0,0,1,0,0,0,0,0
__label__18-24,0,0,3,0,2,0,0,0,0,0,0,0,2
__label__25-34,0,14,8,14,5,19,0,4,0,1,0,2,16
__label__18-24,0,10,2,3,4,0,0,0,0,0,0,1,10
__label__45-54,0,13,3,1,4,1,1,0,0,5,0,0,4
__label__18-24,0,0,1,0,1,2,0,0,0,0,0,0,3
__label__18-24,0,3,0,0,2,0,0,1,1,0,0,0,1
__label__18-24,0,1,0,0,2,0,0,0,0,0,0,0,0
__label__25-34,0,1,0,0,0,1,0,0,0,0,0,1,3
__label__35-44,0,1,0,0,1,0,0,0,0,0,0,0,0
__label__18-24,0,1,3,0,3,0,0,0,0,1,2,0,3
__label__18-24,0,0,0,0,1,0,0,0,0,0,1,0,2
__label__25-34,0,0,1,0,0,0,0,0,0,0,1,0,0
__label__35-44,0,2,3,0,0,0,0,0,0,1,0,0,2
__label__45-54,0,0,1,0,2,1,0,0,0,0,0,0,2
__label__25-34,0,10,3,1,2,0,0,0,0,0,0,0,2
__label__18-24,0,0,1,0,1,0,0,0,0,0,0,0,1
__label__18-24,0,3,2,0,0,0,0,2,0,0,0,0,0
__label__45-54,1,4,0,0,1,0,0,0,0,1,0,0,5
__label__45-54,0,1,0,0,1,0,0,0,0,1,0,0,0
__label__25-34,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,2,1,0,0,0,0,0,0,0,0,0,7
__label__25-34,0,4,4,2,1,2,0,0,0,0,1,1,4
__label__25-34,0,2,0,0,0,0,0,0,0,0,7,0,7
__label__55+,0,1,1,0,0,0,0,0,0,1,0,0,0
__label__18-24,1,0,0,0,3,0,0,0,0,0,0,2,4
__label__18-24,0,2,0,0,1,0,0,0,0,0,0,0,1
__label__25-34,0,0,3,2,1,0,0,0,0,2,0,0,1
__label__18-24,0,0,1,0,0,0,0,0,0,0,0,0,1
__label__55+,0,4,1,0,0,2,0,0,0,0,0,1,0
__label__55+,0,0,4,0,0,0,0,0,0,0,0,0,2
__label__25-34,1,2,4,0,0,0,0,1,0,0,0,1,0
__label__18-24,0,11,1,2,4,0,0,1,0,0,0,0,5
__label__45-54,0,0,2,0,0,1,0,0,1,0,0,1,1
__label__35-44,0,1,9,2,1,2,0,0,0,0,0,1,8
__label__45-54,1,7,2,0,3,0,0,0,0,2,0,0,6
__label__18-24,0,1,2,1,2,1,0,0,0,1,0,0,1
__label__18-24,0,0,0,0,0,0,0,0,0,0,0,0,2
__label__45-54,0,0,1,0,0,1,0,0,0,0,0,0,1
__label__18-24,1,18,14,0,8,3,0,0,1,0,0,2,27
__label__25-34,1,23,10,1,5,2,0,2,0,0,0,1,12
__label__25-34,0,1,5,0,0,0,0,0,0,0,2,0,2
__label__45-54,0,0,3,0,0,0,0,0,0,1,0,0,0
__label__45-54,0,5,0,0,2,1,0,0,1,1,0,0,2
__label__18-24,0,0,0,0,0,1,0,0,0,0,0,0,1
__label__35-44,0,0,2,0,0,0,0,0,0,0,0,0,1
__label__18-24,0,2,2,0,0,0,1,0,3,0,1,0,6
__label__45-54,0,0,6,0,1,0,0,0,0,0,0,0,3
__label__18-24,0,0,2,0,0,0,0,0,0,0,0,0,1
__label__45-54,0,1,1,0,0,0,0,0,0,0,0,0,1
__label__35-44,1,10,8,2,1,3,0,0,0,1,0,4,8
__label__25-34,0,10,5,0,0,1,0,1,0,0,0,0,6
__label__25-34,0,1,1,0,1,1,0,0,0,0,0,0,1
__label__35-44,0,12,5,1,0,0,0,1,0,0,0,1,2
__label__25-34,0,1,0,0,0,1,0,0,0,0,0,0,0
__label__45-54,0,1,0,0,0,0,0,0,0,1,0,0,3
__label__45-54,0,4,7,1,3,2,0,0,0,0,0,0,4
__label__25-34,0,1,2,0,0,0,0,0,0,0,0,0,0
__label__45-54,1,1,4,0,0,1,0,1,0,2,0,2,4
__label__35-44,0,2,0,0,0,0,0,0,0,0,1,0,0
__label__35-44,0,0,1,0,0,0,0,0,0,0,0,1,3
__label__25-34,0,21,14,3,2,2,0,0,0,0,0,2,4
__label__35-44,0,8,0,1,4,0,0,1,0,0,0,0,2
__label__18-24,0,1,0,0,0,0,0,1,0,0,0,0,0
__label__45-54,0,3,1,0,0,1,0,0,0,0,0,1,3
__label__18-24,0,0,2,1,0,0,0,0,2,0,0,0,2
__label__18-24,0,3,3,0,3,4,0,1,3,0,3,0,20
__label__55+,0,0,1,0,2,0,0,0,0,0,0,0,1
__label__45-54,1,3,0,0,0,0,0,0,1,0,0,0,1
__label__45-54,0,3,5,0,4,0,0,0,0,4,0,0,7
__label__35-44,1,13,7,0,3,2,1,1,1,0,0,1,15
__label__18-24,1,2,3,0,3,0,0,0,0,0,4,0,8
